pair,src_id,src_type,src_clock_deg,src_depth_pct,src_length_mm,src_width_mm,src_distance_m
2015_to_2007,72,weld,,,,,263.10031200000003
2015_to_2007,73,weld,,,,,275.304504
2015_to_2007,74,weld,,,,,287.520888
2015_to_2007,75,bend,,,,,289.31616
2015_to_2007,76,weld,,,,,291.321744
2015_to_2007,77,cluster,120.0,28.0,87.884,84.582,291.797232
2015_to_2007,78,corrosion,90.0,17.0,28.955999999999996,28.955999999999996,291.864288
2015_to_2007,79,weld,,,,,300.34382400000004
2015_to_2007,80,bend,,,,,302.404272
2015_to_2007,81,weld,,,,,304.574448
2015_to_2007,82,weld,,,,,316.77864
2015_to_2007,83,corrosion,0.0,18.0,17.018,21.081999999999997,326.64501600000006
2015_to_2007,84,weld,,,,,328.95844800000003
2015_to_2007,85,weld,,,,,341.144352
2015_to_2007,86,weld,,,,,353.333304
2015_to_2007,87,cluster,120.0,13.0,124.46000000000001,28.194000000000003,365.174784
2015_to_2007,88,weld,,,,,365.540544
2015_to_2007,89,cluster,90.0,13.0,208.53400000000002,130.302,367.143792
2015_to_2007,90,cluster,210.0,10.0,52.06999999999999,18.541999999999998,373.907304
2015_to_2007,91,cluster,90.0,10.0,114.04599999999999,123.95199999999998,375.312432
2015_to_2007,92,cluster,210.0,10.0,24.637999999999998,45.211999999999996,377.37897599999997
2015_to_2007,93,weld,,,,,377.7234
2015_to_2007,94,cluster,90.0,11.0,23.875999999999998,98.55199999999999,377.772168
2015_to_2007,95,cluster,90.0,11.0,207.518,151.13,378.75057599999997
2015_to_2007,96,cluster,210.0,10.0,139.192,133.60399999999998,381.89001600000006
2015_to_2007,97,cluster,90.0,10.0,25.907999999999998,55.88,383.066544
2015_to_2007,98,cluster,210.0,11.0,637.0319999999999,155.956,384.87096
2015_to_2007,99,corrosion,90.0,10.0,11.937999999999999,14.985999999999999,385.349496
2015_to_2007,100,cluster,90.0,11.0,195.57999999999998,101.092,385.84632000000005
2015_to_2007,101,cluster,240.0,10.0,127.762,98.044,388.860792
2015_to_2007,102,cluster,210.0,11.0,233.426,127.25399999999999,389.19912000000005
2015_to_2007,103,cluster,210.0,10.0,135.89,243.58599999999998,389.781288
2015_to_2007,104,weld,,,,,389.909304
2015_to_2007,105,cluster,60.0,11.0,62.230000000000004,202.184,391.46988
2015_to_2007,106,cluster,240.0,10.0,42.672,127.25399999999999,395.179296
2015_to_2007,107,cluster,60.0,10.0,63.5,90.42399999999999,395.316456
2015_to_2007,108,cluster,240.0,10.0,130.81,118.11,396.175992
2015_to_2007,109,corrosion,30.0,12.0,13.97,13.97,397.05381600000004
2015_to_2007,110,weld,,,,,402.110448
2015_to_2007,111,cluster,270.0,10.0,46.228,57.40399999999999,403.22296800000004
2015_to_2007,112,cluster,240.0,10.0,241.046,191.00799999999998,405.527256
2015_to_2007,113,cluster,0.0,10.0,703.834,495.80799999999994,408.748992
2015_to_2007,114,corrosion,0.0,10.0,14.985999999999999,18.034,409.09951200000006
2015_to_2007,115,corrosion,0.0,10.0,13.97,18.034,411.07461600000005
2015_to_2007,116,cluster,30.0,11.0,40.894,99.05999999999999,411.47695200000004
2015_to_2007,117,cluster,240.0,13.0,199.39,310.642,414.296352
2015_to_2007,118,weld,,,,,414.311592
2015_to_2007,119,cluster,0.0,10.0,93.472,439.42,415.58565600000003
2015_to_2007,120,cluster,30.0,12.0,338.83599999999996,363.474,416.393376
2015_to_2007,121,cluster,270.0,12.0,71.88199999999999,84.074,416.56406400000003
2015_to_2007,122,cluster,240.0,11.0,1123.696,309.626,416.685984
2015_to_2007,123,cluster,60.0,11.0,671.8299999999999,319.786,417.02126400000003
2015_to_2007,124,cluster,240.0,10.0,358.64799999999997,343.154,417.902136
2015_to_2007,125,cluster,60.0,13.0,308.102,301.24399999999997,418.042344
2015_to_2007,126,cluster,60.0,10.0,389.128,293.116,418.31666400000006
2015_to_2007,127,cluster,240.0,10.0,178.05399999999997,299.974,418.92931200000004
2015_to_2007,128,cluster,270.0,11.0,43.18,46.228,419.426136
2015_to_2007,129,cluster,240.0,10.0,164.846,281.43199999999996,420.59656800000005
2015_to_2007,130,cluster,60.0,11.0,334.264,320.294,420.648384
2015_to_2007,131,cluster,240.0,10.0,145.796,69.08800000000001,420.91965600000003
2015_to_2007,132,cluster,90.0,10.0,55.372,95.758,421.001952
2015_to_2007,133,cluster,60.0,11.0,230.63199999999998,300.48199999999997,421.419528
2015_to_2007,134,cluster,240.0,10.0,123.95199999999998,304.292,421.73347200000006
2015_to_2007,135,cluster,30.0,13.0,241.046,308.61,423.63847200000004
2015_to_2007,136,cluster,30.0,10.0,194.564,355.854,425.055792
2015_to_2007,137,cluster,240.0,11.0,342.64599999999996,286.76599999999996,425.107608
2015_to_2007,138,cluster,240.0,11.0,114.80799999999998,243.58599999999998,425.47641600000003
2015_to_2007,139,cluster,180.0,11.0,140.20799999999997,510.28599999999994,426.137832
2015_to_2007,140,cluster,240.0,10.0,205.99399999999997,443.22999999999996,426.326808
2015_to_2007,141,cluster,60.0,12.0,170.18,262.382,426.326808
2015_to_2007,142,cluster,150.0,13.0,182.626,150.114,426.33290400000004
2015_to_2007,143,weld,,,,,426.503592
2015_to_2007,144,cluster,30.0,11.0,141.732,336.804,426.52188
2015_to_2007,145,cluster,30.0,10.0,328.92999999999995,372.87199999999996,426.665136
2015_to_2007,146,cluster,60.0,10.0,40.132,164.338,428.024544
2015_to_2007,147,cluster,240.0,11.0,88.138,71.374,428.21961600000003
2015_to_2007,148,cluster,240.0,10.0,157.226,257.04799999999994,428.23485600000004
2015_to_2007,149,cluster,270.0,10.0,131.31799999999998,204.21599999999998,428.560992
2015_to_2007,150,cluster,240.0,10.0,446.78599999999994,336.296,428.84140800000006
2015_to_2007,151,cluster,240.0,10.0,231.64799999999997,284.734,429.319944
2015_to_2007,152,cluster,60.0,10.0,163.32199999999997,150.114,429.50892000000005
2015_to_2007,153,cluster,240.0,11.0,466.598,292.60799999999995,430.542192
2015_to_2007,154,cluster,60.0,10.0,123.18999999999998,172.46599999999998,431.319432
2015_to_2007,155,corrosion,0.0,10.0,17.018,18.034,432.57520800000003
2015_to_2007,156,cluster,240.0,12.0,859.79,371.856,432.657504
2015_to_2007,157,cluster,30.0,10.0,168.91,164.846,433.84317599999997
2015_to_2007,158,cluster,240.0,11.0,949.9599999999999,341.12199999999996,434.1571200000001
2015_to_2007,159,cluster,60.0,14.0,312.16599999999994,189.48399999999998,434.47106400000007
2015_to_2007,160,cluster,30.0,10.0,152.654,215.392,435.54091200000005
2015_to_2007,161,cluster,30.0,12.0,191.516,219.202,435.708552
2015_to_2007,162,cluster,60.0,10.0,97.78999999999999,167.132,436.14136800000006
2015_to_2007,163,cluster,30.0,10.0,314.452,314.452,436.577232
2015_to_2007,164,corrosion,330.0,12.0,16.002,18.034,436.875936
2015_to_2007,165,cluster,30.0,10.0,132.842,243.58599999999998,437.552592
2015_to_2007,166,cluster,30.0,10.0,176.276,202.184,438.45480000000003
2015_to_2007,167,cluster,240.0,17.0,164.592,384.04799999999994,438.531
2015_to_2007,168,weld,,,,,438.67730400000005
2015_to_2007,169,cluster,270.0,12.0,149.606,196.342,438.680352
2015_to_2007,170,cluster,60.0,10.0,102.362,145.796,438.6834
2015_to_2007,171,cluster,210.0,10.0,29.209999999999997,87.884,441.481464
2015_to_2007,172,cluster,270.0,11.0,98.806,268.73199999999997,443.3742720000001
2015_to_2007,173,cluster,270.0,10.0,15.748,45.72,444.562992
2015_to_2007,174,cluster,270.0,11.0,208.53400000000002,220.218,445.568832
2015_to_2007,175,cluster,240.0,10.0,284.734,290.068,445.797432
2015_to_2007,176,cluster,30.0,10.0,507.49199999999996,284.734,446.035176
2015_to_2007,177,cluster,30.0,10.0,348.488,297.434,446.49847200000005
2015_to_2007,178,cluster,270.0,10.0,556.2599999999999,321.818,446.842896
2015_to_2007,179,cluster,30.0,10.0,265.176,255.27,446.967864
2015_to_2007,180,cluster,30.0,10.0,144.272,262.382,449.2386240000001
2015_to_2007,181,weld,,,,,449.360544
2015_to_2007,182,cluster,270.0,11.0,883.412,350.52,450.46087200000005
2015_to_2007,183,corrosion,90.0,10.0,14.985999999999999,13.97,451.44842400000005
2015_to_2007,184,cluster,30.0,10.0,148.33599999999998,308.102,451.485
2015_to_2007,185,corrosion,270.0,10.0,12.953999999999999,16.002,453.722232
2015_to_2007,186,cluster,240.0,11.0,522.732,310.642,455.383392
2015_to_2007,187,cluster,30.0,10.0,177.79999999999998,200.152,459.6018240000001
2015_to_2007,188,cluster,30.0,11.0,102.616,158.496,460.54365600000006
2015_to_2007,189,cluster,270.0,10.0,114.80799999999998,177.03799999999998,460.94904
2015_to_2007,190,weld,,,,,461.54949600000003
2015_to_2007,191,cluster,30.0,10.0,323.342,218.69399999999996,462.57972000000007
2015_to_2007,192,cluster,30.0,10.0,276.09799999999996,170.18,462.8113680000001
2015_to_2007,193,cluster,30.0,10.0,152.654,147.32,470.13266400000003
2015_to_2007,194,cluster,300.0,10.0,115.82399999999998,210.05799999999996,473.62262400000003
2015_to_2007,195,weld,,,,,473.75064000000003
2015_to_2007,196,corrosion,270.0,11.0,19.049999999999997,13.97,475.50324
2015_to_2007,197,cluster,300.0,10.0,277.62199999999996,169.164,476.643192
2015_to_2007,198,cluster,300.0,11.0,114.80799999999998,84.582,479.096832
2015_to_2007,199,cluster,300.0,15.0,187.706,175.51399999999998,480.325176
2015_to_2007,200,cluster,300.0,10.0,82.80399999999999,110.23599999999999,482.19664800000004
2015_to_2007,201,cluster,300.0,14.0,98.806,79.756,482.8489200000001
2015_to_2007,202,cluster,300.0,11.0,341.376,177.03799999999998,482.989128
2015_to_2007,203,cluster,300.0,10.0,103.378,177.03799999999998,483.879144
2015_to_2007,204,cluster,270.0,10.0,139.7,422.90999999999997,485.79024
2015_to_2007,205,weld,,,,,485.94264
2015_to_2007,206,cluster,240.0,14.0,129.54,521.97,486.156
2015_to_2007,207,corrosion,180.0,20.0,29.971999999999998,161.036,486.18648
2015_to_2007,208,corrosion,0.0,10.0,17.018,14.985999999999999,490.72495200000003
2015_to_2007,209,cluster,300.0,11.0,20.32,53.848,496.449096
2015_to_2007,210,cluster,270.0,10.0,129.286,281.94,498.15902400000004
2015_to_2007,211,weld,,,,,498.16512000000006
2015_to_2007,212,cluster,0.0,10.0,175.26,663.448,498.16816800000004
2015_to_2007,213,cluster,0.0,11.0,123.95199999999998,562.356,498.442488
2015_to_2007,214,cluster,270.0,11.0,160.01999999999998,297.434,510.21386400000006
2015_to_2007,215,cluster,270.0,10.0,129.03199999999998,323.342,510.390648
2015_to_2007,216,weld,,,,,510.390648
2015_to_2007,217,cluster,0.0,11.0,23.368,72.39,517.193784
2015_to_2007,218,cluster,270.0,11.0,128.52399999999997,303.27599999999995,522.454632
2015_to_2007,219,weld,,,,,522.5826480000001
2015_to_2007,220,weld,,,,,534.7563600000001
2015_to_2007,221,cluster,330.0,10.0,70.35799999999999,57.40399999999999,545.7474480000001
2015_to_2007,222,weld,,,,,546.942264
2015_to_2007,223,weld,,,,,555.181008
2015_to_2007,224,weld,,,,,567.3760560000001
2015_to_2007,225,weld,,,,,579.534528
2015_to_2007,226,weld,,,,,591.369912
2015_to_2007,227,weld,,,,,603.552768
2015_to_2007,228,weld,,,,,615.763056
2015_to_2007,229,weld,,,,,627.9855360000001
2015_to_2007,230,weld,,,,,640.211064
2015_to_2007,231,corrosion,330.0,13.0,12.953999999999999,14.985999999999999,641.4363599999999
2015_to_2007,232,cluster,330.0,10.0,72.136,71.374,643.777224
2015_to_2007,233,corrosion,180.0,14.0,20.066,18.034,644.2008960000001
2015_to_2007,234,corrosion,330.0,10.0,34.036,20.066,644.4234
2015_to_2007,235,cluster,180.0,13.0,51.56199999999999,76.708,645.788904
2015_to_2007,236,corrosion,0.0,10.0,8.889999999999999,18.034,646.3375440000001
2015_to_2007,237,cluster,0.0,11.0,74.422,123.95199999999998,646.745976
2015_to_2007,238,corrosion,120.0,12.0,19.049999999999997,21.081999999999997,647.1056400000001
2015_to_2007,239,corrosion,150.0,10.0,18.034,18.034,647.422632
2015_to_2007,240,corrosion,180.0,11.0,20.066,28.955999999999996,648.1084320000001
2015_to_2007,241,cluster,180.0,22.0,45.974,75.692,648.3035040000001
2015_to_2007,242,cluster,180.0,11.0,60.45199999999999,52.06999999999999,648.327888
2015_to_2007,243,corrosion,0.0,15.0,19.049999999999997,18.034,651.202152
2015_to_2007,244,cluster,330.0,12.0,107.696,111.252,651.592296
2015_to_2007,245,corrosion,330.0,11.0,10.921999999999999,18.034,652.083024
2015_to_2007,246,corrosion,120.0,12.0,17.018,18.034,652.366488
2015_to_2007,247,weld,,,,,652.4122080000001
2015_to_2007,248,cluster,330.0,10.0,45.974,35.559999999999995,654.2044320000001
2015_to_2007,249,corrosion,150.0,19.0,20.066,13.97,654.768312
2015_to_2007,250,corrosion,210.0,10.0,18.034,18.034,655.454112
2015_to_2007,251,corrosion,180.0,15.0,23.114,23.114,656.3898480000001
2015_to_2007,252,corrosion,180.0,25.0,18.034,16.002,657.602952
2015_to_2007,253,corrosion,330.0,10.0,32.004,26.924,658.239984
2015_to_2007,254,corrosion,180.0,17.0,16.002,13.97,658.697184
2015_to_2007,255,corrosion,180.0,12.0,22.098,23.114,662.824176
2015_to_2007,256,corrosion,0.0,14.0,14.985999999999999,20.066,663.479496
2015_to_2007,257,corrosion,120.0,10.0,14.985999999999999,18.034,664.2445440000001
2015_to_2007,258,cluster,150.0,11.0,70.10399999999998,111.252,664.2963599999999
2015_to_2007,259,weld,,,,,664.6164
2015_to_2007,260,corrosion,150.0,12.0,40.894,21.081999999999997,664.991304
2015_to_2007,261,corrosion,0.0,10.0,12.953999999999999,18.034,665.7624480000001
2015_to_2007,262,corrosion,210.0,12.0,14.985999999999999,18.034,668.307528
2015_to_2007,263,corrosion,330.0,11.0,18.034,14.985999999999999,668.7708240000001
2015_to_2007,264,corrosion,150.0,12.0,24.892,18.034,676.265856
2015_to_2007,265,cluster,150.0,16.0,79.248,70.35799999999999,676.729152
2015_to_2007,266,corrosion,180.0,11.0,23.114,14.985999999999999,676.729152
2015_to_2007,267,weld,,,,,676.8297360000001
2015_to_2007,268,corrosion,210.0,15.0,13.97,18.034,677.52468
2015_to_2007,269,corrosion,210.0,10.0,14.985999999999999,18.034,678.689016
2015_to_2007,270,corrosion,180.0,10.0,23.114,16.002,678.704256
2015_to_2007,271,corrosion,210.0,12.0,16.002,18.034,679.088304
2015_to_2007,272,corrosion,180.0,10.0,18.034,18.034,679.33824
2015_to_2007,273,corrosion,180.0,13.0,20.066,23.875999999999998,680.630592
2015_to_2007,274,cluster,120.0,11.0,44.704,28.194000000000003,680.6702160000001
2015_to_2007,275,cluster,210.0,11.0,53.848,18.541999999999998,681.0329280000001
2015_to_2007,276,corrosion,150.0,12.0,16.002,18.034,681.133512
2015_to_2007,277,corrosion,180.0,10.0,27.94,21.081999999999997,681.3042
2015_to_2007,278,cluster,150.0,15.0,59.43599999999999,28.194000000000003,682.41672
2015_to_2007,279,corrosion,120.0,15.0,17.018,18.034,683.11776
2015_to_2007,280,corrosion,150.0,12.0,14.985999999999999,18.034,683.3128320000001
2015_to_2007,281,corrosion,180.0,17.0,18.034,18.034,683.946816
2015_to_2007,282,corrosion,180.0,11.0,19.049999999999997,16.002,684.242472
2015_to_2007,283,corrosion,150.0,17.0,22.098,18.034,684.8886480000001
2015_to_2007,284,corrosion,180.0,16.0,16.002,14.985999999999999,685.4220480000001
2015_to_2007,285,corrosion,180.0,10.0,18.034,18.034,685.5835920000001
2015_to_2007,286,corrosion,180.0,11.0,18.034,18.034,685.6476
2015_to_2007,287,corrosion,150.0,13.0,11.937999999999999,18.034,686.991768
2015_to_2007,288,cluster,150.0,18.0,49.275999999999996,17.525999999999996,687.5556480000001
2015_to_2007,289,corrosion,180.0,13.0,20.066,17.018,688.058568
2015_to_2007,290,cluster,120.0,11.0,115.82399999999998,97.282,688.2780240000001
2015_to_2007,291,cluster,150.0,15.0,78.99399999999999,84.074,688.8815280000001
2015_to_2007,292,weld,,,,,688.963824
2015_to_2007,293,cluster,150.0,13.0,39.878,113.792,688.991256
2015_to_2007,294,corrosion,210.0,10.0,17.018,18.034,689.4606480000001
2015_to_2007,295,cluster,150.0,13.0,42.163999999999994,17.525999999999996,690.061104
2015_to_2007,296,corrosion,330.0,10.0,11.937999999999999,18.034,690.6798480000001
2015_to_2007,297,corrosion,180.0,10.0,20.066,14.985999999999999,691.0608480000001
2015_to_2007,298,corrosion,150.0,12.0,13.97,18.034,691.441848
2015_to_2007,299,cluster,180.0,10.0,47.244,36.321999999999996,692.1977519999999
2015_to_2007,300,cluster,150.0,10.0,98.55199999999999,18.034,698.123064
2015_to_2007,301,cluster,150.0,12.0,41.148,83.05799999999999,698.290704
2015_to_2007,302,cluster,150.0,15.0,115.82399999999998,110.23599999999999,701.0552400000001
2015_to_2007,303,cluster,90.0,16.0,102.362,205.486,701.076576
2015_to_2007,304,weld,,,,,701.17716
2015_to_2007,305,corrosion,150.0,13.0,17.018,18.034,701.7379920000001
2015_to_2007,306,corrosion,180.0,10.0,25.907999999999998,22.098,704.0880000000001
2015_to_2007,307,corrosion,180.0,14.0,24.892,22.098,704.2495440000001
2015_to_2007,308,weld,,,,,704.3440320000001
2015_to_2007,309,weld,,,,,716.542128
2015_to_2007,310,bend,,,,,718.8647040000001
2015_to_2007,311,weld,,,,,721.132416
2015_to_2007,312,cluster,150.0,13.0,142.748,151.63799999999998,721.854792
2015_to_2007,313,weld,,,,,728.386656
2015_to_2007,314,weld,,,,,740.6213280000001
2015_to_2007,315,weld,,,,,752.8438080000001
2015_to_2007,316,weld,,,,,765.0632400000001
2015_to_2007,317,weld,,,,,777.2796240000001
2015_to_2007,318,weld,,,,,789.502104
2015_to_2007,319,weld,,,,,801.7215360000001
2015_to_2007,320,weld,,,,,813.934872
2015_to_2007,321,weld,,,,,826.14516
2015_to_2007,322,weld,,,,,838.3615440000001
2015_to_2007,323,weld,,,,,850.57488
2015_to_2007,324,weld,,,,,862.779072
2015_to_2007,325,weld,,,,,874.971072
2015_to_2007,326,bend,,,,,876.165888
2015_to_2007,327,weld,,,,,877.494816
2015_to_2007,328,weld,,,,,886.87656
2015_to_2007,329,weld,,,,,899.077704
2015_to_2007,330,corrosion,330.0,10.0,12.953999999999999,18.034,909.114768
2015_to_2007,331,weld,,,,,911.2514160000001
2015_to_2007,332,cluster,270.0,12.0,19.558,43.687999999999995,911.7848160000001
2015_to_2007,333,corrosion,270.0,13.0,13.97,13.97,911.8427280000001
2015_to_2007,334,cluster,270.0,10.0,40.132,34.544000000000004,912.4523280000001
2015_to_2007,335,cluster,60.0,12.0,41.401999999999994,17.018,912.543768
2015_to_2007,336,cluster,270.0,10.0,122.93599999999999,71.374,912.7236
2015_to_2007,337,corrosion,240.0,10.0,12.953999999999999,13.97,915.0309360000001
2015_to_2007,338,corrosion,240.0,11.0,17.018,18.034,915.082752
2015_to_2007,339,corrosion,90.0,10.0,16.002,16.002,919.9016400000002
2015_to_2007,340,cluster,240.0,10.0,44.704,31.496,920.4594240000001
2015_to_2007,341,weld,,,,,923.379408
2015_to_2007,342,cluster,120.0,10.0,102.10799999999999,18.034,929.96004
2015_to_2007,343,cluster,120.0,10.0,94.996,26.669999999999998,931.1121840000001
2015_to_2007,344,corrosion,120.0,11.0,17.018,18.034,931.2402000000001
2015_to_2007,345,cluster,120.0,11.0,89.408,17.525999999999996,931.6242480000001
2015_to_2007,346,cluster,210.0,11.0,126.746,97.282,931.7126400000001
2015_to_2007,347,cluster,120.0,11.0,86.614,30.479999999999997,932.038776
2015_to_2007,348,corrosion,120.0,12.0,18.034,13.97,932.1881280000001
2015_to_2007,349,cluster,90.0,11.0,174.75199999999998,70.35799999999999,932.2521360000001
2015_to_2007,350,cluster,210.0,11.0,228.6,85.598,932.407584
2015_to_2007,351,corrosion,120.0,10.0,23.114,18.034,932.465496
2015_to_2007,352,cluster,90.0,11.0,339.344,141.986,932.6148480000002
2015_to_2007,353,cluster,210.0,11.0,187.19799999999998,98.55199999999999,932.663616
2015_to_2007,354,cluster,210.0,15.0,179.832,34.036,932.898312
2015_to_2007,355,cluster,210.0,15.0,282.19399999999996,57.91199999999999,933.1086240000001
2015_to_2007,356,cluster,90.0,15.0,119.38,137.414,933.1360559999999
2015_to_2007,357,cluster,90.0,10.0,166.36999999999998,127.762,933.288456
2015_to_2007,358,cluster,210.0,13.0,131.31799999999998,84.582,933.422568
2015_to_2007,359,cluster,210.0,11.0,143.00199999999998,87.37599999999999,933.6298320000001
2015_to_2007,360,cluster,90.0,11.0,118.618,75.692,933.7700400000001
2015_to_2007,361,cluster,240.0,12.0,119.126,141.986,935.4525360000001
2015_to_2007,362,weld,,,,,935.56836
2015_to_2007,364,weld,,,,,947.74512
2015_to_2007,365,weld,,,,,959.458584
2015_to_2007,366,weld,,,,,971.6597280000001
2015_to_2007,367,weld,,,,,983.8639200000001
2015_to_2007,368,weld,,,,,996.065064
2015_to_2007,369,weld,,,,,1008.2723040000001
2015_to_2007,370,corrosion,90.0,14.0,29.971999999999998,56.896,1020.232656
2015_to_2007,371,corrosion,210.0,11.0,18.034,23.875999999999998,1020.2570400000001
2015_to_2007,372,weld,,,,,1020.50088
2015_to_2007,373,weld,,,,,1032.70812
2015_to_2007,374,cluster,150.0,18.0,65.024,72.39,1038.160992
2015_to_2007,375,corrosion,210.0,12.0,22.098,49.022,1044.6410400000002
2015_to_2007,376,weld,,,,,1044.903168
2015_to_2007,377,weld,,,,,1057.082976
2015_to_2007,378,weld,,,,,1069.2719280000001
2015_to_2007,379,weld,,,,,1081.4456400000001
2015_to_2007,380,weld,,,,,1093.649832
2015_to_2007,381,weld,,,,,1105.841832
2015_to_2007,382,weld,,,,,1118.033832
2015_to_2007,383,weld,,,,,1130.207544
2015_to_2007,384,weld,,,,,1140.74448
2015_to_2007,385,weld,,,,,1152.7871280000002
2015_to_2007,386,weld,,,,,1164.9608400000002
2015_to_2007,387,weld,,,,,1177.143696
2015_to_2007,388,weld,,,,,1189.323504
2015_to_2007,389,weld,,,,,1201.50636
2015_to_2007,390,weld,,,,,1213.689216
2015_to_2007,391,weld,,,,,1225.85988
2015_to_2007,392,weld,,,,,1238.0274960000002
2015_to_2007,393,weld,,,,,1246.592376
2015_to_2007,394,weld,,,,,1258.766088
2015_to_2007,395,weld,,,,,1270.9306560000002
2015_to_2007,396,weld,,,,,1283.089128
2015_to_2007,397,weld,,,,,1295.268936
2015_to_2007,398,weld,,,,,1307.4578880000001
2015_to_2007,399,weld,,,,,1319.695608
2015_to_2007,400,weld,,,,,1331.9394240000001
2015_to_2007,401,weld,,,,,1344.149712
2015_to_2007,402,weld,,,,,1356.3630480000002
2015_to_2007,403,weld,,,,,1368.56724
2015_to_2007,404,weld,,,,,1380.771432
2015_to_2007,405,corrosion,120.0,15.0,25.907999999999998,58.92799999999999,1381.015272
2015_to_2007,406,weld,,,,,1392.98172
2015_to_2007,407,cluster,180.0,17.0,88.138,161.29,1404.8506320000001
2015_to_2007,408,weld,,,,,1405.182864
2015_to_2007,409,weld,,,,,1417.384008
2015_to_2007,410,weld,,,,,1429.55772
2015_to_2007,411,weld,,,,,1441.7405760000001
2015_to_2007,412,weld,,,,,1453.923432
2015_to_2007,413,weld,,,,,1466.112384
2015_to_2007,414,weld,,,,,1478.2830480000002
2015_to_2007,415,weld,,,,,1490.4872400000002
2015_to_2007,416,weld,,,,,1499.0185920000001
2015_to_2007,417,cathodic protection point,180.0,,,,1511.1526800000001
2015_to_2007,418,weld,,,,,1511.1709680000001
2015_to_2007,419,weld,,,,,1523.3020080000001
2015_to_2007,420,corrosion,90.0,15.0,17.018,13.97,1531.4035920000001
2015_to_2007,421,weld,,,,,1534.430256
2015_to_2007,422,weld,,,,,1546.6314
2015_to_2007,423,weld,,,,,1555.9217039999999
2015_to_2007,424,weld,,,,,1568.1198000000002
2015_to_2007,425,weld,,,,,1580.3453279999999
2015_to_2007,426,above ground marker,,,,,1585.703712
2015_to_2007,427,weld,,,,,1592.1502320000002
