pair,src_id,src_type,src_clock_deg,src_depth_pct,src_length_mm,src_width_mm,src_distance_m
2022_to_2015,113,,,,,,813.8495280000001
2022_to_2015,114,,,,,,826.056768
2022_to_2015,115,,,,,,838.279248
2022_to_2015,116,,,,,,850.4956320000001
2022_to_2015,117,,,,,,862.7120160000001
2022_to_2015,118,,,,,,874.9375440000001
2022_to_2015,119,,,,,,876.2329440000001
2022_to_2015,120,,,,,,877.3942320000001
2022_to_2015,121,,,,,,886.903992
2022_to_2015,122,,,,,,899.0929440000001
2022_to_2015,123,,,,,,911.294088
2022_to_2015,124,,,,,,923.415984
2022_to_2015,125,,,,,,925.3910880000001
2022_to_2015,126,,,,,,935.620176
2022_to_2015,128,,,,,,947.812176
2022_to_2015,129,,,,,,959.5347840000001
2022_to_2015,130,,,,,,971.7481200000001
2022_to_2015,131,,,,,,983.9766960000001
2022_to_2015,132,,,,,,996.180888
2022_to_2015,133,,,,,,1008.397272
2022_to_2015,134,,,,,,1020.6106080000001
2022_to_2015,135,,,,,,1032.8239440000002
2022_to_2015,136,,,,,,1045.0464240000001
2022_to_2015,137,,,,,,1057.250616
2022_to_2015,138,,,,,,1069.4700480000001
2022_to_2015,139,,,,,,1081.695576
2022_to_2015,140,,,,,,1093.884528
2022_to_2015,141,,,,,,1106.0826240000001
2022_to_2015,142,,,,,,1118.289864
2022_to_2015,143,,,,,,1130.481864
2022_to_2015,144,,,,,,1141.04928
2022_to_2015,145,,,,,,1153.1224080000002
2022_to_2015,146,,,,,,1165.323552
2022_to_2015,147,,,,,,1177.530792
2022_to_2015,148,,,,,,1189.728888
2022_to_2015,149,,,,,,1201.926984
2022_to_2015,150,,,,,,1214.137272
2022_to_2015,151,,,,,,1226.350608
2022_to_2015,152,,,,,,1238.58528
2022_to_2015,153,,,,,,1247.1349200000002
2022_to_2015,154,,,,,,1259.37264
2022_to_2015,155,,,,,,1271.582928
2022_to_2015,156,,,,,,1283.7688320000002
2022_to_2015,157,,,,,,1295.951688
2022_to_2015,158,,,,,,1308.14064
2022_to_2015,159,,,,,,1320.33264
2022_to_2015,160,,,,,,1332.530736
2022_to_2015,161,,,,,,1344.71664
2022_to_2015,162,,,,,,1356.920832
2022_to_2015,163,,,,,,1369.112832
2022_to_2015,164,,,,,,1381.3109279999999
2022_to_2015,165,,,,,,1393.51512
2022_to_2015,166,,,,,,1405.70712
2022_to_2015,167,,,,,,1417.902168
2022_to_2015,168,,,,,,1430.0484480000002
2022_to_2015,169,,,,,,1442.26788
2022_to_2015,170,,,,,,1454.487312
2022_to_2015,171,,,,,,1466.679312
2022_to_2015,172,,,,,,1478.8682640000002
2022_to_2015,173,,,,,,1491.072456
2022_to_2015,174,,,,,,1499.60076
2022_to_2015,175,,,,,,1511.756184
2022_to_2015,176,,,,,,1523.905512
2022_to_2015,177,,,,,,1535.036808
2022_to_2015,178,,,,,,1547.250144
2022_to_2015,179,,,,,,1556.549592
2022_to_2015,180,,,,,,1568.7598800000003
2022_to_2015,181,,,,,,1580.994552
2022_to_2015,182,,,,,,1587.2094240000001
2022_to_2015,183,,,,,,1592.817744
2022_to_2015,184,,,,,,1605.040224
2022_to_2015,185,,,,,,1617.2474640000003
2022_to_2015,186,,,,,,1629.472992
2022_to_2015,187,,,,,,1641.71376
2022_to_2015,188,,,,,,1653.930144
2022_to_2015,189,,,,,,1660.913112
2022_to_2015,190,,,,,,1673.144736
2022_to_2015,191,,,,,,1685.3580720000002
2022_to_2015,192,,,,,,1692.3562800000002
2022_to_2015,193,,,,,,1704.575712
2022_to_2015,194,,,,,,1709.2422000000001
2022_to_2015,195,,,,,,1721.4524880000001
2022_to_2015,196,,,,,,1733.6627760000001
2022_to_2015,197,,,,,,1745.870016
2022_to_2015,198,,,,,,1753.931976
2022_to_2015,199,,,,,,1766.123976
2022_to_2015,200,,,,,,1778.331216
2022_to_2015,201,,,,,,1790.53236
2022_to_2015,202,,,,,,1802.751792
2022_to_2015,203,,,,,,1814.968176
2022_to_2015,204,,,,,,1827.16932
2022_to_2015,205,,,,,,1839.3796080000002
2022_to_2015,206,,,,,,1850.6358720000003
2022_to_2015,207,,,,,,1862.8400640000002
2022_to_2015,208,,,,,,1875.047304
2022_to_2015,209,,,,,,1887.242352
2022_to_2015,210,,,,,,1899.4465440000001
2022_to_2015,211,,,,,,1911.6598800000002
2022_to_2015,212,,,,,,1923.8274960000003
2022_to_2015,213,,,,,,1936.0621680000002
2022_to_2015,214,,,,,,1948.2876960000003
2022_to_2015,215,,,,,,1954.1886240000001
2022_to_2015,216,,,,,,1966.362336
2022_to_2015,217,,,,,,1978.5573840000002
2022_to_2015,218,,,,,,1990.737192
2022_to_2015,219,,,,,,2002.93224
2022_to_2015,220,,,,,,2015.121192
2022_to_2015,221,,,,,,2027.2918560000003
2022_to_2015,222,,,,,,2039.480808
2022_to_2015,223,,,,,,2051.651472
2022_to_2015,224,,,,,,2063.840424
2022_to_2015,225,,,,,,2073.587928
2022_to_2015,226,,,,,,2085.8073600000002
2022_to_2015,227,,,,,,2092.104528
2022_to_2015,228,,,,,,2104.2934800000003
2022_to_2015,229,,,,,,2116.4854800000003
2022_to_2015,230,,,,,,2128.6530960000005
2022_to_2015,231,,,,,,2138.6718720000003
2022_to_2015,232,,,,,,2150.86692
2022_to_2015,233,,,,,,2163.068064
2022_to_2015,234,,,,,,2175.2478720000004
2022_to_2015,235,,,,,,2187.449016
2022_to_2015,236,,,,,,2199.659304
2022_to_2015,237,,,,,,2211.869592
2022_to_2015,238,,,,,,2224.076832
2022_to_2015,241,,,,,,2236.2810240000003
2022_to_2015,242,,,,,,2248.503504
2022_to_2015,243,,,,,,2260.722936
2022_to_2015,244,,,,,,2272.905792
2022_to_2015,245,,,,,,2285.1160800000002
2022_to_2015,246,,,,,,2297.347704
2022_to_2015,247,,,,,,2309.567136
2022_to_2015,248,,,,,,2321.789616
2022_to_2015,249,,,,,,2334.0090480000003
2022_to_2015,250,,,,,,2346.2376240000003
2022_to_2015,251,,,,,,2358.460104
2022_to_2015,252,,,,,,2370.667344
2022_to_2015,253,,,,,,2373.989664
2022_to_2015,254,,,,,,2386.212144
2022_to_2015,255,,,,,,2398.431576
2022_to_2015,256,,,,,,2410.6479600000002
2022_to_2015,257,,,,,,2422.79424
2022_to_2015,258,,,,,,2435.01672
2022_to_2015,259,,,,,,2447.257488
2022_to_2015,260,,,,,,2459.489112
2022_to_2015,261,,,,,,2471.6902560000003
2022_to_2015,262,,,,,,2483.90664
2022_to_2015,263,,,,,,2496.116928
2022_to_2015,264,,,,,,2508.333312
2022_to_2015,265,,,,,,2520.5527440000005
2022_to_2015,266,,,,,,2532.7630320000003
2022_to_2015,267,,,,,,2544.9885600000002
2022_to_2015,268,,,,,,2550.17016
2022_to_2015,269,,,,,,2557.189704
2022_to_2015,270,,,,,,2569.4182800000003
2022_to_2015,271,,,,,,2577.0931440000004
2022_to_2015,272,,,,,,2589.3095280000002
2022_to_2015,273,,,,,,2601.5289600000006
2022_to_2015,274,,,,,,2613.7453440000004
2022_to_2015,275,,,,,,2625.952584
2022_to_2015,276,,,,,,2638.162872
2022_to_2015,277,,,,,,2649.995208
2022_to_2015,278,,,,,,2662.187208
2022_to_2015,279,,,,,,2674.4005440000005
2022_to_2015,280,,,,,,2686.6108320000003
2022_to_2015,281,,,,,,2698.793688
2022_to_2015,282,,,,,,2710.9856879999998
2022_to_2015,283,,,,,,2723.1929280000004
2022_to_2015,284,,,,,,2734.729608
2022_to_2015,285,,,,,,2746.997808
2022_to_2015,286,,,,,,2759.244672
2022_to_2015,287,,,,,,2771.461056
2022_to_2015,288,,,,,,2783.6652480000002
2022_to_2015,289,,,,,,2795.8663920000004
2022_to_2015,290,,,,,,2808.070584
2022_to_2015,291,,,,,,2820.256488
2022_to_2015,292,,,,,,2832.424104
2022_to_2015,294,,,,,,2844.664872
2022_to_2015,295,,,,,,2856.917832
2022_to_2015,296,,,,,,2869.0671600000005
2022_to_2015,297,,,,,,2870.883768
2022_to_2015,298,,,,,,2872.416912
2022_to_2015,307,,,,,,2884.803984
2022_to_2015,308,,,,,,2889.97644
2022_to_2015,309,,,,,,2896.2217920000003
2022_to_2015,310,,,,,,2908.4412239999997
2022_to_2015,311,,,,,,2920.666752
2022_to_2015,312,,,,,,2932.8739920000003
2022_to_2015,313,,,,,,2945.081232
2022_to_2015,314,,,,,,2956.243008
2022_to_2015,315,,,,,,2968.4746320000004
2022_to_2015,316,,,,,,2980.7306399999998
2022_to_2015,317,,,,,,2982.0473760000004
2022_to_2015,318,,,,,,2983.1355120000003
2022_to_2015,319,,,,,,2987.7349440000003
2022_to_2015,320,,,,,,2998.579728
2022_to_2015,321,,,,,,2999.097888
2022_to_2015,323,,,,,,2999.5428960000004
2022_to_2015,324,,,,,,2999.942184
2022_to_2015,325,,,,,,3001.2497760000006
2022_to_2015,326,,,,,,3011.4544800000003
2022_to_2015,327,,,,,,3023.670864
2022_to_2015,328,,,,,,3035.878104
2022_to_2015,329,,,,,,3048.0762
2022_to_2015,330,,,,,,3060.289536
2022_to_2015,331,,,,,,3072.58212
2022_to_2015,333,,,,,,3084.8929920000005
2022_to_2015,334,,,,,,3089.0047440000003
2022_to_2015,335,,,,,,3101.21808
2022_to_2015,336,,,,,,3113.4649440000003
2022_to_2015,337,,,,,,3125.6996160000003
2022_to_2015,338,,,,,,3137.9556239999997
2022_to_2015,339,,,,,,3150.175056
2022_to_2015,340,,,,,,3162.39144
2022_to_2015,341,,,,,,3168.6520320000004
2022_to_2015,342,,,,,,3180.859272
2022_to_2015,343,,,,,,3188.2384800000004
2022_to_2015,344,,,,,,3193.078704
2022_to_2015,346,,,,,,3205.285944
2022_to_2015,347,,,,,,3217.511472
2022_to_2015,349,,120.0,10.0,20.066,38.099999999999994,3226.0641600000004
2022_to_2015,354,,180.0,12.0,14.985999999999999,36.068,3226.96332
2022_to_2015,355,,120.0,20.0,11.937999999999999,32.004,3227.021232
2022_to_2015,356,,120.0,13.0,13.97,24.892,3227.088288
2022_to_2015,357,,120.0,10.0,29.971999999999998,27.94,3227.1462
2022_to_2015,358,,120.0,13.0,10.921999999999999,30.987999999999996,3227.1980160000003
2022_to_2015,359,,120.0,22.0,29.971999999999998,56.13399999999999,3227.216304
2022_to_2015,361,,120.0,45.0,46.99,60.198,3227.365656
2022_to_2015,362,,120.0,16.0,12.953999999999999,50.038,3227.451
2022_to_2015,363,,120.0,19.0,11.937999999999999,23.114,3227.49672
2022_to_2015,364,,120.0,20.0,29.971999999999998,60.959999999999994,3227.5363440000006
2022_to_2015,366,,180.0,,,,3228.999384
2022_to_2015,367,,180.0,13.0,11.937999999999999,25.907999999999998,3229.459632
2022_to_2015,370,,,,,,3229.7613840000004
2022_to_2015,371,,150.0,11.0,13.97,48.00599999999999,3230.008272
2022_to_2015,372,,180.0,,,,3230.029608
2022_to_2015,374,,0.0,,,,3240.782952
2022_to_2015,375,,,,,,3241.971672
2022_to_2015,376,,,,,,3254.191104
2022_to_2015,377,,,,,,3266.4135840000004
2022_to_2015,378,,,,,,3278.227632
2022_to_2015,381,,,,,,3284.262672
2022_to_2015,382,,,,,,3296.558304
2022_to_2015,383,,,,,,3308.7624960000003
2022_to_2015,384,,,,,,3320.96364
2022_to_2015,385,,,,,,3333.161736
2022_to_2015,386,,,,,,3345.368976
2022_to_2015,387,,,,,,3357.5762160000004
2022_to_2015,388,,,,,,3369.780408
2022_to_2015,390,,,,,,3381.975456
2022_to_2015,391,,,,,,3394.173552
2022_to_2015,392,,,,,,3406.362504
2022_to_2015,393,,,,,,3418.5636480000003
2022_to_2015,394,,,,,,3430.776984
2022_to_2015,395,,,,,,3442.99032
2022_to_2015,396,,,,,,3455.200608
2022_to_2015,397,,,,,,3467.4169920000004
2022_to_2015,398,,,,,,3479.621184
2022_to_2015,399,,,,,,3491.861952
2022_to_2015,400,,,,,,3504.096624
2022_to_2015,401,,,,,,3516.313008
2022_to_2015,402,,,,,,3528.535488
2022_to_2015,404,,,,,,3540.547656
2022_to_2015,405,,,,,,3552.68784
2022_to_2015,406,,,,,,3564.888984
2022_to_2015,407,,,,,,3577.0870800000002
2022_to_2015,408,,,,,,3589.291272
2022_to_2015,409,,,,,,3601.489368
2022_to_2015,410,,,,,,3613.681368
2022_to_2015,411,,,,,,3625.882512
2022_to_2015,412,,,,,,3638.0928000000004
2022_to_2015,413,,,,,,3650.2969920000005
2022_to_2015,414,,,,,,3662.5072800000003
2022_to_2015,415,,,,,,3674.6962320000002
2022_to_2015,416,,,,,,3686.8882320000002
2022_to_2015,417,,,,,,3699.0863280000003
2022_to_2015,418,,,,,,3711.26004
2022_to_2015,420,,,,,,3723.4398480000004
2022_to_2015,421,,,,,,3735.64404
2022_to_2015,422,,,,,,3747.8512800000003
2022_to_2015,423,,,,,,3760.0493760000004
2022_to_2015,424,,,,,,3772.2291840000003
2022_to_2015,425,,,,,,3782.443032
2022_to_2015,427,,,,,,3794.6106480000003
2022_to_2015,428,,,,,,3806.793504
2022_to_2015,429,,,,,,3818.9916000000003
2022_to_2015,430,,,,,,3831.1805520000003
2022_to_2015,431,,,,,,3839.6509440000004
2022_to_2015,432,,,,,,3851.8978079999997
2022_to_2015,433,,,,,,3853.943016
2022_to_2015,434,,,,,,3855.7687680000004
2022_to_2015,435,,,,,,3864.580536
2022_to_2015,436,,,,,,3876.7877760000006
2022_to_2015,437,,,,,,3888.9950160000003
2022_to_2015,438,,,,,,3901.1900640000003
2022_to_2015,439,,,,,,3913.3820640000004
2022_to_2015,440,,,,,,3925.5954
2022_to_2015,441,,,,,,3937.7934960000002
2022_to_2015,442,,,,,,3950.0159760000006
2022_to_2015,443,,,,,,3962.1835920000003
2022_to_2015,444,,,,,,3973.0801920000004
2022_to_2015,445,,,,,,3985.2660960000003
2022_to_2015,446,,,,,,3997.46724
2022_to_2015,447,,,,,,4009.67448
2022_to_2015,451,,,,,,4021.8847680000003
2022_to_2015,452,,,,,,4034.0798160000004
2022_to_2015,453,,,,,,4046.287056
2022_to_2015,454,,,,,,4058.4699120000005
2022_to_2015,455,,,,,,4070.677152
2022_to_2015,458,,,,,,4082.9179200000003
2022_to_2015,459,,,,,,4085.2709760000002
2022_to_2015,460,,,,,,4087.279608
2022_to_2015,461,,,,,,4099.587432
2022_to_2015,462,,,,,,4111.803816000001
2022_to_2015,463,,,,,,4124.017152
2022_to_2015,464,,,,,,4136.218296
2022_to_2015,465,,,,,,4148.462112
2022_to_2015,466,,,,,,4151.016336
2022_to_2015,469,,,,,,4159.882968
2022_to_2015,470,,,,,,4171.764072
2022_to_2015,471,,,,,,4183.971312000001
2022_to_2015,472,,,,,,4191.374904
2022_to_2015,473,,,,,,4203.5455680000005
2022_to_2015,474,,,,,,4215.783288
2022_to_2015,478,,,,,,4228.011864
2022_to_2015,479,,,,,,4240.249584
2022_to_2015,480,,,,,,4252.469016
2022_to_2015,481,,,,,,4255.907160000001
2022_to_2015,483,,,,,,4268.123544
2022_to_2015,484,,,,,,4276.414104
2022_to_2015,485,,,,,,4278.657432
2022_to_2015,486,,,,,,4280.647776000001
2022_to_2015,487,,,,,,4284.689424
2022_to_2015,488,,,,,,4296.921048
2022_to_2015,489,,,,,,4309.128288
2022_to_2015,490,,,,,,4321.3751520000005
2022_to_2015,491,,,,,,4323.700776000001
2022_to_2015,492,,,,,,4325.91972
2022_to_2015,493,,,,,,4332.896592
2022_to_2015,494,,,,,,4345.112976
2022_to_2015,495,,,,,,4357.338504
2022_to_2015,496,,,,,,4369.542696
2022_to_2015,497,,,,,,4381.7407920000005
2022_to_2015,498,,,,,,4393.963272
2022_to_2015,499,,,,,,4406.161368
2022_to_2015,500,,,,,,4418.377752
2022_to_2015,501,,,,,,4430.591088
2022_to_2015,502,,,,,,4442.819664000001
2022_to_2015,503,,,,,,4455.029952
2022_to_2015,505,,,,,,4467.249384000001
2022_to_2015,506,,,,,,4479.395664000001
2022_to_2015,507,,,,,,4481.495736
2022_to_2015,508,,,,,,4493.07204
2022_to_2015,511,,60.0,19.0,17.018,27.94,4496.74488
2022_to_2015,517,,,,,,4502.100216
2022_to_2015,518,,,,,,4503.980832
2022_to_2015,519,,,,,,4516.00824
2022_to_2015,520,,,,,,4528.209384
2022_to_2015,521,,,,,,4540.401384
2022_to_2015,522,,,,,,4542.25152
2022_to_2015,524,,,,,,4548.10368
2022_to_2015,527,,30.0,36.0,14.985999999999999,32.004,4555.275624
2022_to_2015,528,,30.0,44.0,18.034,35.05199999999999,4555.336584000001
2022_to_2015,529,,,,,,4559.189256
2022_to_2015,533,,,,,,4560.064032
2022_to_2015,536,,90.0,,,,4560.289584
2022_to_2015,537,,,,,,4561.319808
2022_to_2015,539,,180.0,10.0,42.925999999999995,36.068,4561.676424
2022_to_2015,540,,150.0,19.0,18.034,21.081999999999997,4561.761768
2022_to_2015,542,,90.0,,,,4561.920264
2022_to_2015,543,,120.0,51.0,44.196,132.07999999999998,4561.959888
2022_to_2015,548,,,,,,4562.3286960000005
2022_to_2015,554,,180.0,11.0,16.002,14.985999999999999,4562.676168
2022_to_2015,555,,150.0,11.0,22.098,30.987999999999996,4562.743224
2022_to_2015,557,,180.0,15.0,25.907999999999998,23.875999999999998,4562.859048
2022_to_2015,560,,120.0,10.0,33.019999999999996,72.898,4563.029736
2022_to_2015,564,,,,,,4563.489984
2022_to_2015,571,,180.0,,,,4564.3708560000005
2022_to_2015,572,,,,,,4567.51944
2022_to_2015,575,,90.0,10.0,14.985999999999999,62.992,4579.461504
2022_to_2015,576,,210.0,10.0,19.049999999999997,45.974,4579.464552
2022_to_2015,577,,,,,,4579.726680000001
2022_to_2015,578,,0.0,11.0,21.081999999999997,36.068,4579.973568
2022_to_2015,581,,240.0,17.0,20.066,25.907999999999998,4588.267176
2022_to_2015,582,,240.0,13.0,10.921999999999999,23.875999999999998,4588.425672
2022_to_2015,583,,240.0,12.0,21.081999999999997,32.004,4588.736568
2022_to_2015,584,,240.0,18.0,17.018,26.924,4588.74876
2022_to_2015,585,,240.0,30.0,56.388000000000005,74.93,4588.815816
2022_to_2015,588,,240.0,13.0,46.99,27.94,4589.080992
2022_to_2015,592,,,,,,4591.927824
2022_to_2015,594,,90.0,10.0,19.049999999999997,40.894,4593.256752
2022_to_2015,595,,150.0,10.0,19.049999999999997,35.05199999999999,4594.436328000001
2022_to_2015,596,,150.0,19.0,19.049999999999997,38.099999999999994,4594.509480000001
2022_to_2015,597,,150.0,20.0,18.034,33.019999999999996,4594.561296000001
2022_to_2015,598,,150.0,26.0,14.985999999999999,23.875999999999998,4594.610064
2022_to_2015,599,,0.0,10.0,8.889999999999999,17.018,4595.198328
2022_to_2015,600,,0.0,20.0,19.049999999999997,51.053999999999995,4595.250144000001
2022_to_2015,602,,90.0,22.0,17.018,25.907999999999998,4598.279856
2022_to_2015,603,,150.0,10.0,13.97,23.875999999999998,4598.356056
2022_to_2015,605,,240.0,41.0,17.018,27.94,4600.2793440000005
2022_to_2015,607,,240.0,31.0,24.892,35.05199999999999,4600.343352
2022_to_2015,608,,180.0,10.0,35.05199999999999,48.00599999999999,4600.617672
2022_to_2015,609,,270.0,10.0,14.985999999999999,26.924,4600.642056
2022_to_2015,611,,270.0,27.0,11.937999999999999,23.875999999999998,4600.94076
2022_to_2015,612,,270.0,49.0,25.907999999999998,48.00599999999999,4600.977336
2022_to_2015,613,,270.0,43.0,35.05199999999999,45.211999999999996,4601.044392000001
2022_to_2015,616,,0.0,10.0,14.985999999999999,25.907999999999998,4601.355288
2022_to_2015,617,,270.0,40.0,19.049999999999997,34.544000000000004,4601.529024
2022_to_2015,618,,240.0,30.0,41.91,50.038,4601.593032000001
2022_to_2015,619,,270.0,38.0,82.296,35.05199999999999,4601.983176000001
2022_to_2015,620,,240.0,13.0,13.97,23.875999999999998,4602.132528
2022_to_2015,621,,90.0,17.0,21.081999999999997,226.06,4603.879032
2022_to_2015,622,,,,,,4604.153352
2022_to_2015,624,,,,,,4616.336208
2022_to_2015,628,,,,,,4628.506872
2022_to_2015,630,,,,,,4640.680584000001
2022_to_2015,632,,,,,,4652.671416
2022_to_2015,633,,60.0,12.0,13.97,27.94,4655.951064000001
2022_to_2015,634,,270.0,10.0,30.987999999999996,45.974,4655.951064000001
2022_to_2015,637,,,,,,4655.990688
2022_to_2015,638,,,,,,4659.075264
2022_to_2015,639,,,,,,4660.596216
2022_to_2015,640,,,,,,4661.90076
2022_to_2015,642,,,,,,4667.170752
2022_to_2015,643,,,,,,4668.441768000001
2022_to_2015,644,,,,,,4669.6122000000005
2022_to_2015,645,,,,,,4675.958136
2022_to_2015,646,,,,,,4677.869232
2022_to_2015,647,,,,,,4679.527344
2022_to_2015,648,,60.0,12.0,25.907999999999998,102.86999999999999,4683.581184000001
2022_to_2015,649,,120.0,15.0,23.114,186.944,4683.581184000001
2022_to_2015,650,,,,,,4683.651288
2022_to_2015,651,,,,,,4685.1082320000005
2022_to_2015,652,,,,,,4686.327432
2022_to_2015,653,,300.0,11.0,22.098,61.97599999999999,4687.040664
2022_to_2015,655,,,,,,4690.128288
2022_to_2015,656,,,,,,4702.3782
2022_to_2015,657,,,,,,4704.2588160000005
2022_to_2015,658,,,,,,4705.840728
2022_to_2015,659,,270.0,21.0,8.889999999999999,17.018,4710.598656
2022_to_2015,660,,,,,,4713.51864
2022_to_2015,661,,,,,,4725.722832
2022_to_2015,662,,60.0,13.0,18.034,42.925999999999995,4725.960576
2022_to_2015,663,,,,,,4737.93312
2022_to_2015,664,,,,,,4750.131216000001
2022_to_2015,665,,120.0,21.0,26.924,34.036,4750.365912
2022_to_2015,666,,,,,,4762.3445520000005
2022_to_2015,667,,,,,,4774.591416
2022_to_2015,668,,,,,,4786.832184
2022_to_2015,669,,,,,,4799.051616000001
2022_to_2015,670,,,,,,4811.246664
2022_to_2015,671,,,,,,4823.44476
2022_to_2015,672,,,,,,4834.070088
2022_to_2015,673,,,,,,4834.228584
2022_to_2015,674,,,,,,4846.237704
2022_to_2015,675,,,,,,4858.454088
2022_to_2015,676,,,,,,4870.676568
2022_to_2015,677,,,,,,4882.905144
2022_to_2015,678,,210.0,13.0,8.889999999999999,16.002,4888.647576
2022_to_2015,679,,,,,,4895.088000000001
2022_to_2015,680,,,,,,4906.996536000001
2022_to_2015,681,,,,,,4919.209872
2022_to_2015,682,,,,,,4931.420160000001
2022_to_2015,683,,,,,,4943.6274
2022_to_2015,684,,,,,,4955.828544000001
2022_to_2015,685,,,,,,4968.044928
2022_to_2015,686,,,,,,4980.2552160000005
2022_to_2015,687,,120.0,11.0,17.018,36.068,4991.926008
2022_to_2015,688,,,,,,4992.419784000001
2022_to_2015,689,,,,,,5004.642264
2022_to_2015,690,,150.0,12.0,46.99,86.868,5016.547752
2022_to_2015,691,,,,,,5016.84036
2022_to_2015,692,,180.0,36.0,19.049999999999997,49.022,5017.196976
2022_to_2015,693,,,,,,5029.029312
2022_to_2015,694,,120.0,29.0,65.024,165.35399999999998,5038.990176
2022_to_2015,695,,180.0,12.0,25.907999999999998,42.925999999999995,5039.148672
